mammo_path,ultrasound_path,label,split,ultrasound_mask_path,ultrasound_roi_path,roi_status,roi_bbox
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\malignant\35783ec8085d79bee19d78f7295ba6c7.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (5).png,malignant,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (5)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\malignant\000010_malignant_5_roi.png,roi_crop,"29,138,233,305"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\50af2100f0e7db564f108b04a277bc3e.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (185).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (185)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000011_benign_185_roi.png,roi_crop,"343,195,441,260"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\985040611534cbbcb503ba59c8369aa5.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\validation\benign\normal (57).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (57)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000012_normal_57_roi.png,fallback_full_image,
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\b5f4b4b14752f09c404c77fc060a2edf.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (358).png,benign,test,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (358)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\test\benign\000013_benign_358_roi.png,roi_crop,"170,120,399,235"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\validation\benign\bac4fa932577504e96b0502fcfd600e5.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (315).png,benign,test,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (315)_mask.png;C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (315)_mask_1.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\test\benign\000014_benign_315_roi.png,roi_crop,"22,18,460,126"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\b164b7eeefde0292591000e606398a7b.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (105).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (105)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000015_benign_105_roi.png,roi_crop,"401,142,567,257"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\344f27bd381def69bc5de7f34088afe4.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (128).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (128)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000016_benign_128_roi.png,roi_crop,"165,38,251,130"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\7079bd07f13342b00c36471d9e56894a.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\normal (10).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (10)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000017_normal_10_roi.png,fallback_full_image,
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\b246aa81472f909c3951c8e3990423c5.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (175).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (175)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000018_benign_175_roi.png,roi_crop,"173,130,429,322"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\9b0a92f47fcfce6f702ae2b2ac5c033f.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\validation\benign\benign (157).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (157)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000019_benign_157_roi.png,roi_crop,"281,32,468,157"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\validation\malignant\61755c4437985c8f56b6d5a3734d534b.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (107).png,malignant,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (107)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\malignant\000020_malignant_107_roi.png,roi_crop,"62,75,514,296"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\5c0ea0f2c06ddd8c4b0522f99376a311.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\test\benign\benign (58).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (58)_mask.png;C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (58)_mask_1.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000021_benign_58_roi.png,roi_crop,"180,38,415,178"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\84e2a1a044aa3b905b80c4917d638b43.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\normal (64).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (64)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000022_normal_64_roi.png,fallback_full_image,
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\91e4c2e6e889e7cf555879d28ed99956.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\normal (129).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (129)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000023_normal_129_roi.png,fallback_full_image,
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\7f479e6da8ae349a97e0c172261ad755.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\test\benign\benign (295).png,benign,validation,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (295)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\validation\benign\000024_benign_295_roi.png,roi_crop,"94,140,333,227"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\malignant\36f1d0a7b515cef7eab05bdbfde38094.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (59).png,malignant,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (59)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\malignant\000025_malignant_59_roi.png,roi_crop,"0,111,587,467"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\d0a1890b86b49462208c5f2e09befc40.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (66).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (66)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000026_benign_66_roi.png,roi_crop,"355,119,497,226"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\0d138cd497490234bfc6445140ec13ec.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (180).png,benign,validation,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (180)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\validation\benign\000027_benign_180_roi.png,roi_crop,"406,168,557,318"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\b457d3e8df97b6c0174ba4d5d33b5b23.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (233).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (233)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000028_benign_233_roi.png,roi_crop,"110,85,431,371"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\d0448505ffc00d8846d4539faca26ad4.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\validation\benign\benign (41).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (41)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000029_benign_41_roi.png,roi_crop,"94,197,400,382"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\malignant\6cab0db67458b7c2bf4afade630adee5.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (18).png,malignant,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (18)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\malignant\000030_malignant_18_roi.png,roi_crop,"10,18,296,191"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\70e11eb1bc2ded129a619660a8c16e49.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\normal (56).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (56)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000031_normal_56_roi.png,fallback_full_image,
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\malignant\fa81d6994805601937dd950bca2e61a0.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\validation\malignant\malignant (133).png,malignant,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (133)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\malignant\000032_malignant_133_roi.png,roi_crop,"0,8,449,406"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\79d514421439c586a82b35497449b2ee.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (40).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (40)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000033_benign_40_roi.png,roi_crop,"229,141,412,241"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\d4a276feceeba916ae93419cf9dee03a.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\normal (30).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (30)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000034_normal_30_roi.png,fallback_full_image,
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\0a54e0e9fb46c39b3dba75eee808762c.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (38).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (38)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000035_benign_38_roi.png,roi_crop,"273,57,402,152"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\f319c7ed2bcdb7baa66439701e106010.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\normal (42).png,benign,validation,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (42)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\validation\benign\000036_normal_42_roi.png,fallback_full_image,
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\0102ef460bb7a9f7ffe8f3506b5912af.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (199).png,benign,test,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (199)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\test\benign\000037_benign_199_roi.png,roi_crop,"0,216,522,402"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\e71cbf87fa5637cefc3943c2137e9607.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\validation\benign\benign (280).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (280)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000038_benign_280_roi.png,roi_crop,"177,136,404,268"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\e394f33dc6ce5be8f6b28f9d256889a9.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\test\benign\benign (244).png,benign,validation,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (244)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\validation\benign\000039_benign_244_roi.png,roi_crop,"265,57,424,140"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\6ba7ee3bbeb4fad8e0a6455b4f50e9a0.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (14).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (14)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000040_benign_14_roi.png,roi_crop,"495,141,637,210"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\malignant\a946022ece3bfd27edd0c9ec512caff8.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (163).png,malignant,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (163)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\malignant\000041_malignant_163_roi.png,roi_crop,"0,0,642,539"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\19615dc1d469b3b115af1e06944cff24.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (212).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (212)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000042_benign_212_roi.png,roi_crop,"106,96,557,195"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\78e651e9da7c5051a567ba565a252c8d.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (70).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (70)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000043_benign_70_roi.png,roi_crop,"182,109,324,162"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\cc845391ff08859ca65beab4e147791d.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (198).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (198)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000044_benign_198_roi.png,roi_crop,"246,111,740,298"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\d8ffafd4b0b203f8da021f50748ce068.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (317).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (317)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000045_benign_317_roi.png,roi_crop,"0,14,365,175"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\551a635ab8104f1279d02704e6f12f23.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (35).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (35)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000046_benign_35_roi.png,roi_crop,"53,96,149,159"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\validation\benign\40f5ca5641c5266d0944cac13316f19c.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\test\benign\benign (348).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (348)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000047_benign_348_roi.png,roi_crop,"441,150,653,232"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\4a8f09f582f325cc6386b5d1c04404da.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\benign (261).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (261)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000048_benign_261_roi.png,roi_crop,"0,4,282,170"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\e3d07393b7e06999b616ae6d979209cc.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\validation\benign\benign (243).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (243)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000049_benign_243_roi.png,roi_crop,"136,206,560,339"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\malignant\758f244ee63b11692fa627ce500852b9.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (81).png,malignant,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (81)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\malignant\000050_malignant_81_roi.png,roi_crop,"68,113,362,347"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\malignant\1fa586cd078894845bf4a1648232cde7.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (111).png,malignant,test,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (111)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\test\malignant\000051_malignant_111_roi.png,roi_crop,"0,83,393,339"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\test\benign\27f5b5cf2a4e443631a05cf2d98c1dbc.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\validation\benign\benign (284).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\benign\benign (284)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000052_benign_284_roi.png,roi_crop,"298,36,571,187"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\validation\malignant\fc6a348a61d4282a66ac2dc6dbec5981.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\malignant\malignant (202).png,malignant,validation,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\malignant\malignant (202)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\validation\malignant\000053_malignant_202_roi.png,roi_crop,"88,0,402,323"
C:\Users\konyang\Desktop\MMIBC-main\mmibc\mammo\train\benign\9f334a2e27c1d5798a68adde26951c04.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound\images\train\benign\normal (38).png,benign,train,C:\Users\konyang\Desktop\MMIBC-main\data\busi_full\Dataset_BUSI_with_GT\normal\normal (38)_mask.png,C:\Users\konyang\Desktop\MMIBC-main\mmibc\ultrasound_roi\images\train\benign\000054_normal_38_roi.png,fallback_full_image,
